string,gn.AROU,gn.VAL,gn.DOM,gn.CNC,gn.IMAG,gn.FAM,gn.AOA,gn.SIZE,gn.GEND
axle,3.5185,5,5.3214,5.8889,5.4643,3.7097,5.6897,3.4815,5.1481
baboon,4.0588,5.1143,5.0286,6.6176,6.5758,4.3125,3.5429,4.1143,5.4857
baby,4.2903,6.5938,4.3125,6.5926,6.5926,5.9231,1.8667,2.5455,2.6667
background,3.625,5.3636,4.7576,3.5313,3.3125,5.5,3.7143,5.2727,3.8824
bacon,6.2424,6.0882,5.6774,6.5,6.875,6.1724,2.5294,2.7647,5.0909
bacteria,4.1515,3.4242,3.8529,5.6176,4.8235,5.3636,4.9412,2.2059,4.2059
bad,5.0588,1.8529,4.4706,2.7714,3.6765,6.4375,1.5882,4.7742,4.7143
badge,2.9697,5.3226,5.25,6.5294,6.4063,5.3214,2.6667,2.5152,4.7879
badger,3.8125,4.9714,5.0909,6.6452,6.4333,5.1613,3.3235,3.4118,4.6765
bag,3.6452,5.2258,5.7586,6.6071,6.4286,6.5556,2.3438,2.931,2.7333
baggage,4.0968,3.8065,3.5484,5.6207,5.963,5.125,4.3871,4.0667,3.8148
bail,3.6129,3.6176,4.3714,3.9429,3.2286,4.4,5.4571,4,4.7273
bait,4.8667,4.2069,3.7241,4.875,4.7333,3.7407,4.25,2.4375,4.44
bake,5.5588,6.8824,6.0294,5.1714,6.0294,5.8667,2.7143,3.5588,2.4118
baker,4.5429,6.2286,5.4412,6.2857,6.3529,5.4194,2.4571,3.8857,4.6
bald,2.8065,3.5152,4.4242,5.8788,6.2813,5.7813,3.0606,2.9063,6.4545
ball,4.4333,5.6897,5.5938,6.5926,6.6923,6.4167,1.8125,2.6,5.1154
balloon,4.8485,6.2258,5.375,6.0313,6.5806,5.6667,2.1471,3.2647,3.8387
ballroom,4.9063,6.7188,5.5714,6.5313,6.2903,4.8387,4.1765,5.1515,2.5714
bamboo,3.4242,5.7813,5.75,6.5882,6.4839,4.8929,4.1111,3.4706,4.0857
ban,3.871,2.5484,3.9063,3.5758,3.129,5.3571,3.6667,4,4.5806
banal,2.8571,3.0952,4.3333,2.6316,2.2105,2.3448,6.6087,3.1905,4.9091
banana,5.0303,5.8857,5.2188,6.6,6.7813,6.4063,1.9091,2.6061,4.0303
band,5.0938,6.0313,5.1875,5.7419,6.0333,6.069,3.0588,4.1212,4.8125
bandage,4.2941,4.1714,4.4242,5.9714,6.2188,5.3548,2.9118,2.8,3.9688
bandit,5.8182,3.125,5.1176,5.2188,5.0333,3.6296,4.7353,4.0968,5.6129
bandits,5.1818,2.8235,3.7576,5.303,5.4118,4.1875,4.4706,4.1212,5.75
bang,6.6333,4.1818,4.375,4.303,4.7576,5.5313,2.3824,5.4412,5.1515
banjo,4.6364,5.625,5.2059,6.4857,6.3235,4.3448,4.7714,3.1212,5
bank,3.7714,4.9429,4.1818,5.7647,6.0857,6.25,3.2571,5.1471,5.0294
banker,3.4375,3.6563,4.2903,6.2727,5.8824,5.3438,4.2121,3.7576,5.8529
bankrupt,4.1563,1.7879,2.5484,4.6563,3.5,5.4839,5.871,4.8387,4.8438
banks,3.125,4.2059,4.2647,5.6176,5.9706,5.7667,3.4857,4.9118,5.1212
banner,4.2333,5.4483,5.2667,5.9286,5.9688,4.5333,4.0645,3.7742,4.32
bar,5.1471,5.6563,5.5455,6.2647,6.5152,6.4688,3.9412,4.0909,5.1515
bare,5.1935,5.0938,4.2258,3.9375,4.2333,5.2143,3.6875,3.3929,3.6538
barely,3,3.8824,4,2.9714,2.6176,5.5758,4.2286,2.0606,4.1765
barge,4.1563,4.3,5.7667,5.6875,5.25,3.4516,5.1875,4.5484,5.56
bark,4.8857,4.5455,5.8,4.8788,5.0882,5.4688,2.4,3.6286,4.9706
barley,2.7333,5,5.1563,6.5455,5.8286,4.0625,4.4118,2.25,4.1875
barn,3.3235,5.4063,5.4688,6.5313,6.6061,5.2414,2.5143,4.7143,4.8286
barnacle,3.75,4.9677,4.4839,6.2069,5.6667,3.7419,4.8125,2.0968,4.4667
baroque,4.5385,5.04,4.9565,4.0417,3.5833,2.7576,6.3462,4.24,3.8261
barrage,4.25,3.6774,4.5185,4.5333,3.92,3.0968,5.3333,5.2857,5.1429
barrel,3.2813,4.9394,5.1613,6.6774,6.6,4.9655,3.697,3.4194,5
barrier,3.8824,3.3636,3.4857,5.7353,5.6875,5.3125,4.2857,4.7647,4.8125
basement,3.75,4.1765,4.4118,5.9688,6.1212,5.1935,3.9412,3.8824,4.4412
basket,3.2571,5.1818,5.1714,6.2059,6.2424,5.9677,2.2353,2.8571,3.2188
basketball,4.6061,5.697,4.9091,6.5484,6.6364,5.9375,3.3235,3.0882,5.625
bass,3.9688,5.5294,5.4545,4.9697,4.7647,4.75,4.6176,3.8857,4.8235
bassoon,4.25,5.48,5.4091,6.7083,5.24,2.8333,5.32,4.0417,4.8
bastard,6.1333,2.5484,4.8667,4.1,3.0323,5.2759,5.1515,4.5556,6.2581
bastards,5.0313,2.1935,5,3.303,2.6774,5.7857,5.8788,4.3871,6.2188
bat,4.8,5.3226,5.1667,6.6667,6.5385,4.8519,2.5484,2.3667,4.6667
bath,4.8065,6.5484,5.6129,6.5,6.6538,6.44,1.8,3.7419,2.5517
bathroom,3.4839,5.697,5.3438,6.6774,6.75,6.52,2.0303,3.8125,3.1176
battered,5.0313,2.2813,3.7742,4.8065,5.0313,5.6786,4.4688,4.7,5
battery,3.9063,5.4571,4.9412,6.4063,6.2258,5.7097,3.3824,2.7429,4.9091
battle,5.7188,2.25,5.5152,5.2759,5.7879,4.8966,3.5143,6.0588,6.1563
bayonet,4.6897,3.3871,4.6897,6,6.1667,3.4375,6.0625,3.7742,5.4688
bazooka,5.5484,3.4138,5.2667,6,5.6333,3.1471,5.0968,4.4483,5.6452
beach,6.1724,6.9,5.5333,6.4444,6.5926,6.0833,2.5161,5.4516,3.2
bead,3.7576,5.3939,5.3529,6.2581,5.9091,4.7419,2.8125,1.7097,2.6765
beagle,3.9677,5.6786,4.8333,6.4194,6.4333,4.1613,4.6364,3,4.0645
beak,3.0286,4.8571,5,6.4848,6.4063,4.7742,2.9118,2.3939,4
beaker,3.1818,4.9375,4.8485,6.3548,6.0303,4.2857,4.2424,2.871,4.3871
bean,3.4571,5.2121,5.4412,6.7353,6.5938,5.6563,2.2571,1.5,4.3429
bear,5.3939,4.8254,5.0794,6.4746,6.5517,5.5283,2.2537,5.4328,5.2154
beard,4.5156,5.4769,5.6061,6.541,6.661,6.1569,2.8788,3.3538,6.6719
beast,6.209,3.1364,5.7206,4.6462,5.5625,4.8448,3.0588,5.5821,5.8594
beat,4.9688,3.9394,5.0968,4.1176,4.4,5.4138,3.4118,3.875,5
beaten,4.8387,2.2121,3.125,3.8788,4.6774,5.3077,3.5758,4.7813,4.5938
beautician,4.2813,4.8621,4.3793,5.6071,5.2903,3.88,5.75,3.4516,1.5313
beautiful,7.0303,8.4412,6.3438,2.5152,5.3939,6.4615,2.5588,5.3333,1.4412
beauty,6.7813,7.2903,5.5938,2.5938,4.3125,5.8571,3.2903,4.6452,1.8333
beaver,4.697,5.7667,5.2414,6.7778,6.4286,4.0357,3.6,3,4.4138
become,5.3226,6.2,5.8065,2.1875,1.9355,6.2917,3.6774,4.7667,3.8519
bed,5.2424,7.0286,5.4545,6.7059,6.6452,6.5938,1.5429,4.2941,3.5758
bee,4.8438,4.7813,5.2813,6.8387,6.9231,6.1111,2.125,1.5938,3.125
beef,4.9688,5.129,5.7879,6.4375,6.5172,6.4194,3.2353,3.3333,5.6061
beehive,5.2727,4.9706,4.4706,6.3939,6.2813,5.1818,3.2941,3.1471,3.3438
beer,5.1765,5.5429,5.3529,6.6176,6.697,6.6061,4.1471,3,5.9394
beet,3.1667,5.2258,5.2424,5.4286,4.2333,3.5172,5.125,2.7586,4.0645
beetle,3.2647,4.3438,5.0606,6.75,6.7059,5,2.3824,1.6571,4.9091
befall,3.8333,3.9677,3.8065,2.625,2.7931,3.0323,5.697,3.2069,3.8667
beg,4.2353,2.9429,2.6452,3.6471,4.2286,5.4074,3.3824,3.5588,3.9143
beggar,3.0968,2.6207,4.25,5.8438,6.2581,4.8571,4.303,2.9677,4.8438
begin,4.9394,6.2059,5.8485,2.8788,2.5,5.9394,2.7429,3.75,4.2
beginning,5.4688,7.3235,5.7576,3.0313,2.6129,6.1333,2.9118,4.625,3.5161
behalf,3.6286,5.1818,5.0882,2.7059,2.7647,4.375,4.8182,3.75,3.8529
behave,3.7,5.7188,4.6129,3.1875,3.3438,6.3077,2.3438,4.2258,3.625
behaviour,4.8529,5.0909,5.7353,3.1429,3.697,6.0323,3.1429,4.6857,3.8857
behind,4.3125,4.2121,4.0909,4.1875,4.25,6.1429,2.4118,3.75,3.7576
beige,2.5,4.6061,4.625,4.2727,5.8438,5.4667,4.2941,2.8182,3.4242
belfry,3.8667,5.1111,5.0588,5.4375,4.1765,1.7353,6.5556,3.5882,4.1818
belief,5.3333,6.75,5.1429,2.7273,3.1429,5.8438,4.1765,5.5294,3.3529
believe,5.6667,6.625,5.6333,2.2581,2.3333,6.125,3.1875,4.9286,3.4444
bell,4,5.6452,5.1935,6.6667,6.7419,5.9355,2.1765,2.7576,3.6875
belly,4.5517,4.4194,4.5161,5.9677,6.0345,5.7778,2.4667,4.0313,4.5185
belong,5.2258,6.8125,5.3125,2.0968,2.4063,5.8,3.3824,5.1,3.2143
belt,4.5,4.7333,4.7931,6.5926,6.3077,6.125,2.7742,2.4839,5.4074
bench,2.7813,5.2571,5.0303,6.6364,6.625,5.8182,2.8857,3.1515,4.2813
bend,4.0882,4.8286,4.8788,4.6,4.9143,5.4194,2.4857,3.5588,3.7353
beneficial,5.9706,7.9714,5.8857,2.8,2.8286,5.4545,5.3714,5.4706,3.5429
benefit,5.2857,7.4706,5.7714,3.6,3.4571,5.5806,4.7647,5.0909,3.5714
bereavement,3.4545,1.8788,2.9375,3.3636,3.3333,3.9032,6.1818,5.303,3.4375
berry,4.8529,6,5.1176,6.5625,6.3429,5.6129,2.4857,1.6571,2.7429
best,6.1212,8.2424,6.8182,2.6471,3.0294,6.1379,2.3939,4.9688,4.0909
betray,5.2727,1.7419,3.697,2.7419,2.7419,5.4242,5.1176,5.4545,4.8182
betrayal,5.3333,1.6286,3.7667,2.303,3.6286,4.5938,5.3143,5.9091,4.7188
beverage,4.9118,5.7647,5.7813,6.3429,6.3939,6.2121,5.1714,3.1714,4.2571
beware,5.5455,2.4848,3.7273,2.4063,3.4333,5.6429,3.5152,4.9063,4.8065
bicycle,4.9394,5.9091,5.9688,6.8065,6.6563,6.2593,2.3824,3.8125,4.0882
bid,4.2857,5.4286,6.4,3.4242,3.9063,4.7273,4.9429,3.7879,4.4516
bigot,4.4194,1.6765,4.7576,4.0313,4.125,4.5161,6.2424,4.6,5.3824
bike,4.8286,6.0333,6.2581,6.5313,6.7813,6,2.3429,3.4516,4.9394
billion,6.4242,6.3529,5.5294,4.0303,3,5.4516,4.3235,6.2059,4.6061
binder,3.2121,5.0625,5.0303,5.3226,5.4688,4.697,4.9355,2.8182,4.1563
biology,5.1875,5.5625,4.4848,5.1818,4.2059,6.1724,4.6471,4.9412,3.6364
bird,4.8,6.2813,6.1724,6.5926,6.75,6.6957,1.931,2.5484,3.2963
birth,5.4706,7.2647,4.25,5.8125,6.0588,5.5484,2.8529,5.1143,1.9118
birthday,6.25,7.4375,6.1471,5.0571,5.1212,6.3571,1.6765,4.5882,3.8485
biscuit,4.9412,6.3429,5.5882,6.1818,6.6667,6.4,2.0857,2.3235,3.5588
bishop,3.0333,5.2143,4.2258,6.0938,6.129,4.2333,4.5,3.9,6.0968
bison,3.6296,5.5714,5.4138,6.1538,5.9231,2.9143,5.5357,4.6538,5.1111
bit,3.1818,4.8529,4.4545,4.2727,3.0323,6.1875,1.9091,2.0313,4.1613
bitch,6.9063,1.7429,4.7576,4.2188,4.4545,5.7742,5.5455,4.7353,1.9394
bitchy,5.8125,2.1471,5.0588,2.6667,4.0938,5.875,6.0882,4.2424,1.6061
bitter,4.7941,2.4706,4.3235,3,3.0882,4.9412,4.4118,3.7879,4.2941
bizarre,6.1613,4.75,4.6897,2.125,2.931,4.7407,5.0968,4.3333,4.4615
black,3.7273,4.0882,5.4848,5.3714,6.1429,6.7419,2.0857,4.6286,5.0588
blackmail,5.0909,2.2424,3.6667,3.5882,3.125,5,5.3824,5.0909,4.7059
blacksmith,3.7576,5.2647,5.0882,6.4545,6.4667,3.697,4.7879,4.2424,6.3333
blade,5.625,3.3636,5.5758,6.4848,6.5294,5.4118,4.3714,3.6,5.5484
blame,4.3235,2.6765,3.7647,2.5429,2.5714,6.0294,3.2857,5.2059,4.2857
bland,2.3333,3.0938,4.5333,2.6129,2.6563,4.2414,4.7667,2.8621,3.9615
blank,3.2286,4.4571,4.7714,3.9143,4.6286,5.3235,3.1765,3.2857,4.0606
blasphemy,5.1515,2.7576,4.7188,2.5455,2.7273,3.4688,6.2424,5.0303,4.9697
blaze,6.8571,3.6857,5.6286,5.0588,5.6857,4.5,4.0857,5.3714,4.8824
blazes,6.4138,3.3333,4.3103,4.4516,4.7667,3.2963,4.7419,4.8966,4.8261
bleak,2.875,2.4375,3.3636,2.4706,3.3714,4.4375,5.2941,3.6061,4.4242
blend,4.2188,5.2258,5.2258,3.6774,3.8485,5.0345,4.2424,3.3824,3.5806
blender,4.2333,5.2,5.3448,6.5385,6.3,4.8214,4.6875,3.129,3.8
bless,3.9667,6.7419,4.7333,1.9333,2.3448,4.1923,3.4839,4.2903,2.8966
blessed,5.4545,8.1176,5.2857,2.0909,3.6176,5,4.2,5.4118,2.6857
blessing,5.0571,8.1143,5.2727,2.7222,3.5758,5.4828,4.25,5,2.5278
blessings,4.8438,7.7813,5.2727,2.9091,3.1935,5.2,4.0303,5.0606,2.697
blimp,3.9,5.1,4.8,6.0357,5.5,3.2759,5.0938,4.7742,4.4516
blind,4.1471,3.0294,2.697,5.3143,5.25,5.375,3.2571,3.9091,4.0606
bliss,6.5161,8.0909,5.871,2.3667,3.7667,4.931,5.1212,5.0625,2.4063
blister,3.2353,2.8788,3.8235,6.1471,6.3143,5.5313,3.8,2.6765,4.2727
block,3.25,4.2353,5,5.2424,5.1212,5.3103,3.1176,3.7273,4.8788
bloke,4.8824,5.3125,5.4848,5.4118,5.9143,5.6471,4.6571,4,6.6061
blond,5.0606,5.4375,5.1875,5.3939,6.0313,5.8125,2.9091,3.0625,2.5313
blonde,5.129,5.8824,5.2581,5.9429,6.5455,6.2121,2.9091,3.4118,1.6471
blood,5.4063,4.75,4.7647,6.0571,6.4118,6.1667,2.4118,4.0571,4.2121
bloody,5.4,2.8571,5.0588,5.0303,5.9412,5.9063,3.7143,4.6765,4.7429
bloom,6.1563,7.4828,5.6129,4.1515,4.8966,5.1034,4.1515,4.0645,2.1563
blossom,5.9429,7.5,5.375,5.4412,6.2059,5.0909,4.2571,3.5,2
blouse,4.0938,5.5313,5.125,6,6.1212,5.2813,3.9118,2.6563,1.7576
blow,4.7059,4.9091,5.697,4.5758,4.6667,5.6071,2.5455,3.9032,4.1818
blubber,3.6667,3.5625,4.0882,4.9118,4.9697,4.3,4.1714,4.3235,3.5588
blue,4.9118,5.2188,5.3548,4.9118,6.4706,6.75,1.8824,3.6061,5.2
blueberry,5,6.1875,5.3871,6.75,6.7813,5.8667,3.3824,2.1176,3.2059
bluff,4.3125,4.3939,5.5294,3.5294,2.9697,4.3548,5.0286,3.9688,4.4412
blunder,4.6,3.4118,4,2.9412,3.0588,3.9714,5.1176,4.2353,4.4375
blunt,4.1471,4.0294,5.1,3.8276,3.9697,5.0385,4.6875,3.2667,5.0323
board,3.3529,5.0313,5.2353,6.0294,5.7879,5.3939,3.2571,3.5714,4.5455
boarded,3.1333,4.7576,5.0625,3.8529,4.1765,4.2333,5.3824,4.1515,4.7059
boast,4.6875,3.2258,6.2727,3.1935,2.9355,5.1333,4.6857,4.9697,4.9394
boastful,4.0606,3.1176,7.0323,3.0882,4.2353,4.1875,5,5.0588,5.3333
boat,4.75,5.8125,5.3833,6.7344,6.8448,6.3818,2.1846,4.806,4.9032
body,5.2121,5.9032,4.9063,6,6.3438,6.76,2.0606,4.0606,3.2121
boil,4.6471,4.4242,4.7419,5.2727,5.5152,5.9615,3.3824,4.0909,4.375
boiler,3.4242,5.0303,5.5625,6.2286,6.0303,5.1667,4.6471,4.2353,5.2727
bold,5.5938,6.2258,7.125,3.3438,3.9355,5.5,4,5.125,5.1563
bollocks,5,3.2353,5.9714,5.1429,5.0313,5.6061,6.1429,3.6286,6.2353
bomb,6.697,1.5938,4.1818,6.5,6.25,5.6786,3.9706,5.3529,5.6176
bomber,5.4333,2.0667,4.4516,5.3333,4.9,4.4333,4.7742,5.0938,5.7241
bond,5.2941,6.4412,4.9706,3.7143,3.8,5.3333,4.2647,4.6,3.7273
bondage,5.9091,4.2121,4.5938,4.7879,5.2727,4.2424,6.5758,4.5161,4.5625
bonds,4.4839,5.1212,4.931,3.8485,3.9118,3.6875,5.1429,4.1515,3.9091
bone,3.875,5.4333,5.2188,6.7333,6.6429,5.96,2.5,3.3667,4.6452
bones,4.6471,5.7059,5.4412,6.9032,6.6563,6.1875,2.7143,3.6364,4.2813
bongo,5.1471,6.0303,5.6452,5.9063,5.9677,3.5,4.6,3,4.625
bonnet,2.9286,4.9394,4.8929,6.4667,6.2667,3.0333,4.4375,2.7813,2.6552
bonus,5.7813,7.6364,5.6875,4,3.2188,5.0714,4.0882,5.069,4.7419
book,5.1667,6.7879,6,6.7778,6.5652,6.75,1.8387,3.1333,3.6207
bookcase,4.1935,6.0606,5.697,6.5667,6.6129,5.7931,3.0882,4.0909,4
boom,6.2813,4.4848,5.4412,3.4375,4.4839,5.4828,2.4118,5.9688,5.2581
boost,5.6061,7.1212,6.5294,3.3235,2.8235,5.0303,4.2333,4.5152,4.4545
boot,4.4839,5.1333,5.5667,6.5862,6.48,6.2609,2.4828,2.7931,4.4286
bored,2.5667,2.9429,4.0882,3.0571,3.4571,6.375,2.7059,3.9697,4.1429
boredom,2.5,2.4286,4.2286,2.7647,3.7714,6.0645,3.5714,4.3429,4.7143
boring,2.2353,2.4857,3.6571,2.7941,3.4571,6.2813,2.8286,3.7143,4.5152
born,5.1613,6.7097,4.5161,4.3,4.1667,6.0435,2.3793,3.8333,3.2083
borrow,3.0625,4.2727,4.0303,3.4848,2.9394,6,3.4545,3.8182,4
bosom,5.5588,5.7143,5.2647,5.7647,5.2424,3.7714,5.4412,4.2,1.7714
boss,3.9091,3.7813,4.5,6.0294,5.8,5.8571,4.0286,5.3636,5.6471
botanist,3.6538,5.4286,4.76,5.3077,4.8148,3.4375,6.3214,4.0357,3.9643
botany,3.3448,5.25,4.8462,5.3077,3.8387,3.2903,6.0606,4.2857,3.4839
bother,3.5429,3.4857,4.4118,2.4848,2.6857,5.8667,4.0278,4.0606,4.6111
bottle,3.8667,5.2222,5.2414,6.4615,6.5,6.3333,2.1034,2.8,4.1154
bottom,4.2581,4.1613,3.6364,4.7667,4.9333,5.7586,2,3.6364,3.75
bought,4.8235,5.7813,6.303,4.0625,4.0303,6.3704,2.9697,4.0968,3.8667
boulder,3.1515,4.7647,5.4194,6.2647,6.5862,4.5161,3.7941,5.4063,5.5313
bounce,5.7813,6.2727,6.0645,4.5313,5.1613,5.6552,2.3438,3.9063,3.4063
bouncy,6.3143,6.5625,5.6571,3.9375,5,5.1613,2.2941,3.8235,3.303
bound,4.6471,3.9706,3.6061,3.7273,4.3871,4.8182,5.1765,4,4.2424
bouquet,5.6061,6.7143,5.3429,5.7647,6.4706,5,4.5143,3.4,2.0571
bout,3.6667,4.2,4.4138,3.5806,3.1,3.2813,5.6452,4.2667,4.6129
bow,4.3448,5.3333,4.7742,5.5758,6,4.3929,2.9118,2.8286,3.8529
bowel,3,3.8788,4.6875,6.0909,4.8065,4.4333,5.4412,3.5938,4.625
bowl,2.9375,5.2414,5.3333,6.5313,6.4242,6.2813,2.0606,2.6452,3.9697
box,3.3333,4.8438,4.9355,6.2667,6.4483,6.5769,2,3.3871,4.3438
boxer,5.5938,4.6364,5.1515,6.0968,6.5938,5.4839,3.5882,4.6765,6.0313
boxing,4.7188,4.5313,5.3438,5.9063,6.3871,5.4333,3.8235,4.0313,6.0938
boy,4.2941,5.6,5.2353,6.4118,6.4688,6.6452,1.4242,3.375,6.5294
boycott,5.7576,3.375,5.2333,2.9394,2.9394,4.1786,5.9412,5.1935,4.8125
bra,6.2121,6.0294,4.9714,6.6061,6.7059,6.4516,4.6571,2.9714,1.1765
bracelet,5.1471,6.0294,5.6,6.7353,6.4194,5.5806,2.9714,2.4412,1.7059
bracket,2.871,5.069,4.6154,5.5938,5.1613,4.5926,4.5938,2.3548,4.5556
brain,5.9,7.1935,6.8387,6.3333,6.1034,6.4583,2.9,4.3667,4.2222
brainy,6,7.3871,7.0323,3.0323,3.4667,5,3.9063,4.6,3.963
brake,4.1515,4.8529,5.0286,5.4706,5.6571,5.2813,3.4857,3.6286,4.7714
brand,4.1667,4.6129,4.5938,3.375,3.8438,5.5357,4.8125,4.4516,3.7407
brass,3.9333,5.2414,5.4667,5.4516,4.7,4.0385,4.5313,3.9333,4.8696
brasserie,4.6667,5.8125,4.9688,5.3939,5.6875,3.5484,6.3636,3.0938,2.25
brassiere,5.4118,5.7419,5.129,6,6.0606,3.4286,5.9697,3.7647,1.8438
brave,6.5758,7.8788,7.625,2.6176,3.6286,5.8929,3,5.697,5
bravery,7.0625,7.75,7.1875,3.3871,3.7188,5.5862,3.5758,6.0625,5.5625
brazen,4.5714,4.1034,5.9259,2.4483,3.1724,2.8485,6.0313,4.6,4.2414
breach,4.697,3.5455,5.0313,3.5429,2.75,4.1935,5.8571,4.625,4.6571
bread,4.3448,5.7419,4.75,6.8,6.8214,6.7826,2.125,2.8,3.7308
break,4.9091,3.7667,4.5484,4.3438,4.3636,6.1852,2.3125,3.7813,4.5667
breakfast,5.1515,5.9394,5.5313,5.7813,6.2941,6.5333,1.7714,3.1176,3.625
breast,6.2941,6.3636,5.5625,6.4848,6.625,6.1875,4.3235,3.4848,1.303
breasts,5.9412,6.3714,5.6471,6.5294,6.5588,6.0323,4.2647,3.5143,1.303
breeze,5.0882,6.4118,5.129,4.6176,5.0323,5.5,3.5,3.2353,2.8182
brew,4.5161,5.3125,5.0667,5.0294,5.0882,4.4375,5.1818,3.1714,4.7059
brewer,3.871,5.0645,4.9394,5.1176,4.4839,3.3226,6,3.6774,5.1
bribe,5.1471,3.3235,4.3939,3.5758,3.5294,5.1875,5.1471,4.5,4.7429
bridal,5.5,6.8065,5.2581,4.3939,5.4545,4.8929,4.1212,4.375,1.2581
bride,6.3125,6.9412,5.3235,6.4706,6.5588,5.5,3.0588,4.2903,1.4286
bridegroom,5,6.6129,4.8333,5.9032,5.7419,4.4643,4.9333,4.3,4.7576
bridesmaid,4.5714,7.0286,4.5,5.8529,6.4194,5.125,3.6571,3.9706,1.2571
bridesmaids,5.2941,6.5143,5,6.3226,6.1724,4.8065,3.5429,4,1.4242
bridge,3.625,5.3438,5.5938,6.9375,6.6774,6.0385,2.4118,4.9697,4.697
brief,3.2353,5,4.8125,3.1471,2.7647,5.5,4.8485,2.7273,4.375
bright,6.3235,7.5714,5.8824,4.5938,5.6667,6.6129,2.7143,4.7059,2.8387
brilliant,7.3939,8.3714,7.0857,2.8857,3.3143,6,3.5429,5.7059,3.6061
brink,4.8065,3.9667,4.1563,3.5161,2.871,3.9032,5.8182,3.4839,4.1935
brisk,5.3438,5.4848,5.7813,3.5333,3.6667,4.0303,4.7941,3.7879,4.5625
broccoli,4.1935,5.8966,5.0714,6.6552,6.7778,6,2.9375,2.6452,4.0417
broken,4.303,2.6667,3.5758,3.3636,4.2121,6.0769,2.8485,3.8,4
bronze,4.5,6.0286,5.697,5.697,6.0857,5.6897,3.8056,3.5714,4.2222
broom,3.0313,5.0313,5.0625,6.2258,6.5161,5.3667,2.8485,3,3.7273
brother,4.4412,6.6364,5.4412,6.2424,6.5,6.6429,1.6765,4.3939,6.7576
brow,3.6563,5.2059,5.0645,5.7879,5.4848,4.697,3.5429,2.7576,4.125
brown,2.6452,4.6364,4.9063,5.0938,6.1724,6.2593,1.9394,3.6452,4.6875
brunch,5,5.9394,5.5294,5.1765,5.3333,5.1471,4.7429,2.7647,2.9375
brunette,5.6667,6,5.7941,5.6563,6.4375,5.8182,4.4706,3.4412,1.8235
brush,4.129,5.5,5.7586,6.2,6.1852,6.0417,2.5758,2.2188,2.44
brushed,4.1613,5.4667,4.7037,4.0645,4.2903,5.3929,2.75,3.3929,3.2759
brutal,5.5429,1.8235,4.9714,3.6857,4.2941,5.2424,5.2571,5.1429,5.6176
brute,4.7353,2.9394,4.4848,3.9412,4.25,3.9,5.5,4.8788,5.9688
bubble,4.9118,6.6061,4.9091,5.5758,6.5758,5.6207,2.0909,1.9429,2.6364
bubbly,5.5455,6.9091,5.6176,3.5714,4.5455,5.1333,3.6286,3.7059,2.7879
buffalo,4.1176,5.4571,5.1212,6.4412,6.5294,4.6875,3.5714,4.9091,5.7143
bugle,2.92,4.8,4.9565,5.5217,5.1364,2.6,5.6923,2.6667,4.2083
build,4.697,6.0857,6.3333,5.1515,5.7647,5.8667,2.5714,4.9375,5.4688
builder,3.9032,5.5294,5.3333,6.2581,6.1563,5.7667,2.8824,3.9688,6.2188
building,2.8,5.1515,5,6.8125,6.7273,6.2414,2.6875,5.1875,5.3939
bulb,3.2903,5.3871,5.2581,6.5806,6.5161,6.0769,3.1333,2.7742,3.8065
bulge,4.375,4,4.7576,5.125,5.75,5.1613,4.6765,4.2727,5.0645
bulk,4.2121,4.9412,5.7059,4.8235,4.2647,4.625,5,5.3636,5.7576
bull,4.8,4.1212,5.6129,6.5625,6.5152,5.3548,3.2121,4.9063,6.3529
bulldozer,4.1212,4.125,5.2121,6.625,6.5313,4.4706,4.0303,4.7188,5.9375
bullet,5.6471,2.6857,4.8235,6.7273,6.9032,5.0303,3.9706,3.2424,5.4545
bullish,4.2,3,5.3793,3.3333,3,2.6563,5.9655,4.5517,5.8276
bully,4.6364,1.6176,3.6061,4.9706,5.4412,5.4194,3.2857,5.3429,5.4
bundle,3.9429,5.4857,4.7059,5,5.4571,4.7353,3.9143,3.4857,3.3939
bungalow,3.0909,5.125,5.2424,6.2813,6.4242,5.1935,4.3333,4.1875,3.8788
bunk,3.6,4.7143,5.2647,5.6571,5.0606,4.0294,3.6,3.1714,4.6286
bunny,4.7576,7,5.1563,6.6471,6.6667,5.3871,1.625,2.2353,2.3143
buoy,3.7667,5.1563,4.6452,6.5,6.1613,4.4194,4.7576,2.5938,5.125
burden,4.2059,2.3235,2.625,2.875,3.0294,5.25,5.1515,4.9375,4.069
burger,5.3438,6.1563,5.6364,6.5862,6.7667,6.6071,2.697,3.1563,5.3226
burglar,5.4667,2.3871,3.3548,5.5556,5.7,3.963,3.5625,4.2414,5.5161
burglary,5.8,2.1818,3.1613,4.2581,4.0625,4.3793,4.2581,4.7188,5.069
burgle,5.1176,2.129,3.6563,4.9697,5.375,5.0714,3.7353,4.6875,5.3333
burial,4.0909,2.3143,3.6667,5.6857,6.0625,4.3548,4.3235,5.0606,4.2647
burn,4.9375,3,4.5,5.303,5.4333,6.0714,2.697,4.3438,4.8788
burner,4.4412,4.2188,5.0625,5.0857,4.9091,4.1875,4.6286,3.697,4.6774
burnt,5.1935,2.6875,3.8333,4.375,4.9688,5.25,3,3.8,4.48
burst,5.9375,4.1818,4.9091,3.8182,4.5806,5.1,3.6176,4.6765,4.1471
bury,3.9394,3.1714,4.0286,4.697,5.1515,5.0645,3.5294,3.9143,4.5758
